,unique_id,osmid,element_type,amenity,collection_times,operator,postal_code,ref,royal_cypher,geometry,created_by,addr:housenumber,addr:postcode,addr:street,fhrs:id,name,source:addr,wifi,post_box:type,source,toilets,toilets:wheelchair,wheelchair,addr:city,addr:country,fhrs:authority,fhrs:local_authority_id,old_name,post_box:apertures,post_box:design,cuisine,denomination,religion,brewery,internet_access,internet_access:fee,access,capacity,capacity:disabled,fee,maxheight,operator:type,parking,supervised,surface,website,historic,layer,start_date,tourism,wikidata,wikipedia,brand,opening_hours,phone,ref:navads,source:postcode,fixme,bus,public_transport,level,note,shop,source:name,addr:housename,email,outdoor_seating,smoking,open,healthcare,old_amenity,disused,ref:pol_id,fuel:diesel,fuel:octane_95,fuel:octane_98,bicycle_parking,covered,food,sport,recycling:cardboard,recycling:clothes,recycling:glass_bottles,recycling_type,brand:wikidata,brand:wikipedia,short_name,dispensing,backrest,information,addr:full,takeaway,brothel:club,cash_in,drive_through,alt_name,real_ale,payment:coins,payment:credit_cards,payment:debit_cards,payment:telephone_cards,atm:count,addr:place,addr:unit,old_website,currency:GBP,contact:website,atm,source:housenumber,ele,name:en,diet:vegetarian,building,fax,old_cuisine,old_opening_hours,telephone,fixme:addr1,contact:fax,booth,official_name,bar,building:level,opening_hours:covid19,toilets:disposal,source:opening_times,delivery,name:it,gluten_free,old_fhrs:id,leisure,buffet,taxi,recycling:cans,recycling:glass,recycling:paper,female,male,old_shop,contact:facebook,gay,lgbtq,payment:american_express,kindergarten,direction,material,halal,note:cuisine,mapillary,survey:date,vending,highway,cyclestreets_id,pedalboat_rental,motor_vehicle,vegetarian,internet_access:ssid,diet:vegan,payment:cash,payment:electronic_purses,payment:maestro,payment:visa,addr:state,description,emergency,diet:gluten_free,toilets:access,office,drink,dog,wheelchair:step_height,changing_table,contact:phone,air_conditioning,indoor,stars,count,addr:village,social_facility,social_facility:for,operator:wikidata,operator:wikipedia,nodes,park_ride,type,cinema:3D,screen,phone:GB,facebook,twitter,source:geometry,service_times,ref:edubase,hgv,fhrs:rating,capacity:charging,payment:cards,payment:contactless,building:use,name:sr,notes,private,maxstay,maxspeed,fuel:lpg,cqc:location:id,designation,source:building,landuse,owner,listed_status,building:levels,recycling:green_waste,lit,smoothness,ref:NPLG:UPRN:1,url,unisex,area,name:pa,name:gu,name:hi,ref:GB:uprn,studio,room,survey_date,construction,recycling:aluminium,recycling:batteries,recycling:beverage_cartons,recycling:books,recycling:cartons,recycling:electrical_appliances,recycling:magazines,recycling:newspaper,recycling:organic,recycling:paper_packaging,recycling:plastic,recycling:plastic_bottles,recycling:plastic_packaging,recycling:scrap_metal,recycling:shoes,recycling:small_appliances,recycling:waste,recycling:wood,charge,animal_training,ways
1420,way/229555819,229555819,way,parking,,,,,," -1.1358941,52.6277688,,-1.1358859,52.6275963,,-1.1361764,52.6275974,,-1.1361516,52.6276743,,-1.1366867,52.62765,,-1.1366773,52.6277264,,-1.1358941,52.6277688,,",,,,,,Leicester Royal Infirmary Short Stay Car Park,,,,,,,,,,,,,,,,,,,,,yes,30,,,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2381320640, 2381320642, 2381320644, 2381320641, 2381320639, 2381320643, 2381320640]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1421,way/232002673,232002673,way,parking,,,,,," -1.1349727,52.6110113,,-1.1344988,52.6110206,,-1.1344853,52.6108634,,-1.1341319,52.6108645,,-1.1341267,52.6102139,,-1.1349663,52.6102114,,-1.1349727,52.6110113,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2403426028, 2403426033, 2403426034, 2403426035, 2403426036, 2403426037, 2403426028]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1422,way/232002898,232002898,way,university,,,,,," -1.1075781,52.6112258,,-1.1077502,52.6116069,,-1.1070099,52.6116601,,-1.1072591,52.6122421,,-1.1062795,52.6124119,,-1.1062409,52.6123438,,-1.1061301,52.6123604,,-1.1058554,52.6118661,,-1.1057874,52.6117432,,-1.1053077,52.6117777,,-1.1052589,52.6117552,,-1.1051437,52.611338,,-1.1064512,52.6112509,,-1.1075781,52.6112258,,",,101-107,LE2 3TE,Ratcliffe Road,,University of Leicester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mary Gee Houses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2403427570, 2403427571, 2403427572, 2403427573, 2403427574, 2979251823, 2403427575, 5045982690, 2403427576, 5045982689, 2403427577, 2403427578, 2403427579, 2403427570]",,site,,,,,,,,,,,,,,,,,,,,,,Hall of Residence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423,way/232316132,232316132,way,parking,,,,,," -1.1595988,52.6234231,,-1.1601628,52.6236844,,-1.1603344,52.6235479,,-1.1605402,52.6236432,,-1.1604001,52.6237547,,-1.160582,52.623839,,-1.1602049,52.6241389,,-1.1592533,52.6236979,,-1.1595988,52.6234231,,",,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2406770128, 2406770227, 2406770225, 2406770234, 2406770185, 2406770207, 2406770237, 2406770205, 2406770128]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1424,way/232421047,232421047,way,parking,,Lidl,,,," -1.0789286,52.598775,,-1.0788696,52.5989884,,-1.0789742,52.5989982,,-1.0789691,52.5990427,,-1.0792857,52.5990714,,-1.0793068,52.5990764,,-1.0792585,52.599254,,-1.0793282,52.5993713,,-1.0794489,52.5994381,,-1.0797467,52.5994641,,-1.0799988,52.5992409,,-1.0800417,52.5991416,,-1.0801114,52.5991204,,-1.0801463,52.5991204,,-1.0801758,52.5991008,,-1.0802348,52.5989184,,-1.0801302,52.5989119,,-1.0800873,52.5988744,,-1.0799961,52.5988337,,-1.0795145,52.5987803,,-1.0794382,52.5987718,,-1.0793738,52.5987978,,-1.0790841,52.598762,,-1.0790761,52.5987897,,-1.0789286,52.598775,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,multi-storey,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4567598270, 2407735359, 2407735361, 2407735362, 4826878128, 2407735364, 2407735366, 2407735368, 2407735370, 2407735372, 2407735374, 2407735376, 2407735379, 2407735381, 2407735383, 2407735385, 2407735387, 2407735389, 2407735390, 4823535204, 2407735392, 2407735393, 2407735394, 2407735395, 4567598270]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1425,way/232437530,232437530,way,doctors,,,,,," -1.0838593,52.5984828,,-1.0839831,52.5985623,,-1.0842726,52.5985027,,-1.0842096,52.5984048,,-1.0841512,52.5983694,,-1.0841162,52.5983963,,-1.0840391,52.5983481,,-1.0838593,52.5984828,,",,,,,,Oadby & Wigston Walk In Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2407906198, 2407906199, 2407906201, 2407906203, 2407906205, 2407906207, 2407906209, 2407906198]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1426,way/233260503,233260503,way,fuel,,Gulf,,,," -1.1239142,52.6113022,,-1.1238126,52.6113495,,-1.1238404,52.6113715,,-1.1238776,52.611401,,-1.1237702,52.611451,,-1.1237334,52.6114219,,-1.1236833,52.6113822,,-1.1236119,52.6114154,,-1.1235128,52.6113369,,-1.1236759,52.611261,,-1.1237932,52.6112064,,-1.1238837,52.611278,,-1.1239142,52.6113022,,",,,,,,Gulf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gulf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1296860,en:Gulf Oil,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2416091407, 3287937534, 7962700445, 3287937536, 3287937537, 7962700446, 3287937535, 2416091409, 2416091411, 7962700448, 2416091412, 7962700447, 2416091407]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427,way/236774393,236774393,way,place_of_worship,,,,,," -1.1491513,52.6313109,,-1.148662,52.631207,,-1.1485328,52.631431,,-1.1484923,52.6314224,,-1.1484515,52.6314932,,-1.1488321,52.631574,,-1.1488767,52.6314966,,-1.1486977,52.6314586,,-1.1487235,52.6314139,,-1.1487088,52.6314108,,-1.1487863,52.6312764,,-1.1488751,52.6312953,,-1.1488527,52.6313342,,-1.1491067,52.6313882,,-1.1491392,52.6313283,,-1.1491513,52.6313109,,",,,,,,St. Peter's Catholic Church,,,,,,,,,,,,,,,,catholic,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4497208389, 2447509559, 2447509560, 2447509561, 2447509562, 2447509563, 2447509564, 4549080441, 4549080445, 4549080444, 4549080443, 4549080442, 4549080440, 4497208390, 4549080455, 4497208389]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1428,way/239569791,239569791,way,doctors,,,,,," -1.1216041,52.6192664,,-1.1214535,52.6193652,,-1.1211118,52.6191733,,-1.1210888,52.6191604,,-1.1211641,52.619111,,-1.1212394,52.6190615,,-1.1216041,52.6192664,,",,203,LE2 1XD,Victoria Park Road,,Victoria Park Health Centre,,,,,,,,Leicester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2473468098, 2473468099, 2473468103, 2473468100, 6627690463, 2473468102, 2473468098]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1429,way/243048924,243048924,way,cafe,,,,,," -1.134794,52.6346603,,-1.1349386,52.6347316,,-1.1350077,52.6347788,,-1.1348891,52.6347838,,-1.1347864,52.6348037,,-1.1346938,52.6347753,,-1.134794,52.6346603,,",,,,,,St Martin's Coffee Shop,,,,,,,,,,,,,,,coffee_shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2504907750, 4634911944, 4634911948, 2504907753, 2504907755, 2504907757, 2504907750]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1430,way/243048925,243048925,way,restaurant,,,,,," -1.1357425,52.6350001,,-1.1358296,52.6351088,,-1.1358598,52.635099,,-1.1359164,52.6351799,,-1.1357006,52.6352413,,-1.1356676,52.6351784,,-1.1357706,52.635148,,-1.1356694,52.6350216,,-1.1357425,52.6350001,,",,42,LE1 5ET,Silver Street,92727,Ask,,,,FHRS opendata,,,,,,,,,,,italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2504907758, 2504907761, 2504907762, 2504907763, 2504907764, 2504907765, 2504907766, 2504907767, 2504907758]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1431,way/248901848,248901848,way,parking,,,,,," -1.0831179,52.6003599,,-1.0831505,52.6009493,,-1.0826782,52.6007436,,-1.0826717,52.600514,,-1.0826574,52.6003404,,-1.0826392,52.600257,,-1.0825349,52.6000533,,-1.0826685,52.5999781,,-1.0827173,52.5993293,,-1.0825643,52.5991434,,-1.0827108,52.5990069,,-1.0827336,52.5988842,,-1.0829909,52.5989732,,-1.0829874,52.599084,,-1.0829811,52.5992818,,-1.0830756,52.5992937,,-1.0831016,52.5996399,,-1.0831993,52.6002966,,-1.0831179,52.6003599,,",,,,,,East Car Park,,,,,,,,,,,,,,,,,,,,,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2556172192, 2556172195, 2556172197, 4121801695, 4121801706, 2556172199, 2556172206, 2556172207, 2556172208, 2556172209, 2556172214, 2556172213, 2556172212, 2698275227, 2556172211, 2556172210, 2556172203, 2556172201, 2556172192]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1432,way/248902319,248902319,way,pub,,J.D. Wetherspoon,,,," -1.1336065,52.6345773,,-1.1335857,52.6345903,,-1.1334147,52.6347015,,-1.1334013,52.6347101,,-1.1330463,52.6345085,,-1.133271,52.634378,,-1.1336065,52.6345773,,",,,,,,The Corn Exchange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2556177375, 5197050389, 5197050383, 2556177377, 2556177379, 2556177381, 2556177375]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1433,way/248903537,248903537,way,parking,,,,,," -1.1116014,52.5968629,,-1.1110557,52.5969445,,-1.1109845,52.5967692,,-1.1110636,52.5967356,,-1.1110755,52.5966995,,-1.1110676,52.5966467,,-1.1110438,52.5966155,,-1.1113061,52.5965394,,-1.1116014,52.5968629,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2556185608, 2556185609, 2556185610, 2556185611, 2556185612, 2556185613, 2556185614, 2556185615, 2556185608]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1434,way/253656751,253656751,way,place_of_worship,,,,,," -1.0939556,52.6415526,,-1.0942763,52.6414872,,-1.0941742,52.6413811,,-1.0937924,52.6414943,,-1.0938712,52.6415391,,-1.0939556,52.6415526,,",,,,Haynes Road,,Abu Huraira,,,,,,,,,,,,,,,,,muslim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2595560498, 2595560499, 2595560500, 2595560501, 197706853, 2595560498]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435,way/254033262,254033262,way,parking,,,,,," -1.1466192,52.6393359,,-1.1465633,52.6389771,,-1.1467035,52.6390153,,-1.1470534,52.6391176,,-1.1473506,52.6392409,,-1.1470114,52.6394448,,-1.1466192,52.6393359,,",,,,,,,,,,Bing,,,,,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2598674406, 2598674411, 2598674407, 2598674416, 2598674413, 2598674408, 2598674406]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1436,way/256861345,256861345,way,toilets,,,,,," -1.1185996,52.6166234,,-1.1185379,52.6166463,,-1.1184797,52.6165884,,-1.1185415,52.6165655,,-1.1185996,52.6166234,,",,,,,,,,,,,,,,,,,,,,,,,,,,,public,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2624875016, 2624875018, 2624875020, 2624875022, 2624875016]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1437,way/256863491,256863491,way,parking,,,,,," -1.0720281,52.6129855,,-1.0726096,52.6131358,,-1.0725221,52.6132606,,-1.0727814,52.6133277,,-1.0726713,52.6134846,,-1.0718305,52.6132673,,-1.0719111,52.6131523,,-1.0720281,52.6129855,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2624885428, 2624885429, 2624885430, 2624885431, 2624885432, 2624885433, 2873093099, 2624885428]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1438,way/258990466,258990466,way,parking,,,,,," -1.1437486,52.6205754,,-1.1435071,52.6210515,,-1.1434687,52.6211332,,-1.1434273,52.6211614,,-1.1433565,52.6211792,,-1.1432166,52.6212121,,-1.143179,52.6211493,,-1.1432549,52.62102,,-1.1436982,52.6204858,,-1.1437486,52.6205754,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1319211867, 1319211909, 2286184426, 2286184429, 2286184430, 1319211956, 2286184428, 1319211903, 2642928876, 1319211867]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1439,way/258990467,258990467,way,parking,,,,,," -1.1412426,52.6186136,,-1.1423289,52.6188373,,-1.1437324,52.6194385,,-1.1442515,52.6196758,,-1.1441307,52.6200389,,-1.1440749,52.6200386,,-1.1440073,52.6200382,,-1.1439342,52.6199734,,-1.1438477,52.6198489,,-1.1435556,52.6196682,,-1.1422404,52.6193741,,-1.1419727,52.6193654,,-1.1416748,52.6194467,,-1.1415291,52.619559,,-1.1408405,52.6203886,,-1.1407328,52.6203197,,-1.1411332,52.6189798,,-1.1412426,52.6186136,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1319211756, 1319211780, 1319211816, 1319211830, 1319211856, 2286198000, 2286184383, 1319211854, 1319211851, 1319211828, 1319211810, 1319211808, 1319211818, 1319211825, 1319211872, 1319211871, 7994365463, 1319211756]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1440,way/259369546,259369546,way,doctors,,,,,," -1.1011135,52.6118558,,-1.1011043,52.6118778,,-1.1012015,52.6118928,,-1.1011734,52.6119601,,-1.1011211,52.6119521,,-1.1011135,52.6119703,,-1.1008658,52.6119322,,-1.1008814,52.6118948,,-1.1008414,52.6118887,,-1.1008596,52.6118452,,-1.1009485,52.6118589,,-1.1009596,52.6118321,,-1.1011135,52.6118558,,",,,,,,Dentique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2647706584, 2647706585, 2647706586, 2647706587, 2647706588, 2647706589, 2647706590, 2647706591, 2647706592, 2647706593, 2647706594, 2647706595, 2647706584]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1441,way/259369547,259369547,way,parking,,,,,," -1.1011597,52.6117079,,-1.1011088,52.6118373,,-1.1008623,52.6118016,,-1.1009132,52.6116722,,-1.1009484,52.6116773,,-1.1011597,52.6117079,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2647706596, 2647706597, 2647706598, 2647706599, 2647706600, 2647706596]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1442,way/261317097,261317097,way,school,,,,,," -1.091072,52.6361907,,-1.0909019,52.6359018,,-1.0911024,52.6358571,,-1.0918601,52.6357169,,-1.0919924,52.6359837,,-1.091072,52.6361907,,",,,LE5 4PP,The Wayne Way,,Al Aqsa Primary,,,,,,,,Leicester,,,,,,,,sunni,muslim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2669491145, 2669491147, 2669491148, 2669491150, 2669491151, 2669491145]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443,way/262929843,262929843,way,place_of_worship,,,,,," -1.157545,52.6232508,,-1.1575213,52.6232696,,-1.1575475,52.6232818,,-1.1574798,52.6233356,,-1.1574541,52.6233237,,-1.157419,52.6233516,,-1.1573948,52.6233404,,-1.1573765,52.6233549,,-1.1571988,52.6232724,,-1.1570414,52.6231994,,-1.1570303,52.6232083,,-1.1569572,52.6231744,,-1.1570083,52.6231338,,-1.1569486,52.6231061,,-1.15704,52.6230335,,-1.1570981,52.6230604,,-1.1571243,52.6230396,,-1.1572021,52.6230757,,-1.1571894,52.6230858,,-1.157545,52.6232508,,",,,,,,Holy Apostles,,,,,,,,,,,,,,,,anglican,christian,,,,,,,,,,,,,,,,,,Q105079050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[357528620, 2685750388, 2685750393, 2685750399, 2685750397, 2685750405, 2685750403, 2685750409, 2685750390, 2685750380, 2685750384, 2685750378, 2685750376, 2685750371, 2685750362, 2685750364, 2685750363, 2685750366, 2685750369, 357528620]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1444,way/262929854,262929854,way,parking,,,,,," -1.1571988,52.6232724,,-1.156885,52.623517,,-1.1565559,52.6233602,,-1.1568634,52.6231253,,-1.1569572,52.6231744,,-1.1570303,52.6232083,,-1.1570414,52.6231994,,-1.1571988,52.6232724,,",,,,,,,,,,,,,,,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2685750390, 2685750447, 2685750412, 2685750374, 2685750378, 2685750384, 2685750380, 2685750390]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1445,way/263801154,263801154,way,parking,,,,,," -1.1225939,52.6082936,,-1.1225931,52.6081367,,-1.1224393,52.6081369,,-1.12244,52.6082939,,-1.1225939,52.6082936,,",,,,,,,,,,,,,,,,,,,,,,,,,,,customers,,,,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2694532811, 2694532813, 2694532815, 2694532817, 2694532811]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
