,unique_id,osmid,element_type,geometry,amenity,building,name,drive_through,fee,operator,note,level,addr:housenumber,addr:postcode,addr:street,opening_hours,phone,addr:city,addr:housename,building:levels,description,source,access,alt_name,brand,brand:wikidata,shop,office,website,ref,wheelchair,leisure,bus,public_transport,ref:NPLG:UPRN:1,parking,emergency,tourism,wikidata,historic,addr:unit,indoor,sport,nodes,brand:wikipedia,service:bicycle:retail,shop_1,denomination,postal_code,religion,fhrs:id,source:postcode,old_name,old_shop,cuisine,fixme,park_ride,supervised,source:addr,cinema:3D,screen,wikipedia,layer,addr:country,contact:facebook,contact:phone,contact:twitter,contact:website,fhrs:authority,fhrs:local_authority_id,opening_hours:covid19,disused:amenity,phone:GB,facebook,food,internet_access,internet_access:fee,internet_access:ssid,twitter,source:geometry,outdoor_seating,height,source:name,second_hand,ref:GB:uprn,email,addr:flats,addr:interpolation,building:use,listed_status,old_amenity,old_denomination,old_religion,telecom,fax,smoking,stars,service_times,area,self_checkout,owner,man_made,HE_ref,notes,fhrs:rating,gay,lgbtq,female,male,residential,healthcare,name:en,club,product,name:sr,social_facility,social_facility:for,other_fhrs:id,cqc:location:id,pool,toilets,toilets:wheelchair,type,source:building,roof:levels,roof:shape,start_date,official_name,landuse,surface,building:colour,building:material,roof:colour,roof:material,craft,capacity,addr:source,brewery,unisex,power,building:min_level,source:addr:postcode,name:pa,name:gu,name:hi,substation,air_conditioning,name:it,butcher,delivery,takeaway,atm,diet:vegetarian,food_hall,disused,disused:shop,architect,wikimedia_commons,studio,abandoned:building,room,cyclestreets_id,gift,building:levels:underground,bar,restaurant,survey_date,add,information,gay:men,gay:transgender,government,dispensing,beauty,opening_date,rooms,material,number_of_apartments,roof:orientation,construction,operator:type,animal_training,ways,service:vehicle:car_repair,service:vehicle:used_car_sales
273,way/89705427,89705427,way,"-1.134664,52.6330845,,-1.1341063,52.6332768,,-1.1330631,52.6322857,,-1.1332294,52.632222,,-1.1333496,52.632176,,-1.1336393,52.6320651,,-1.1338774,52.6323188,,-1.134192,52.6326287,,-1.1340096,52.6326938,,-1.1343422,52.6330519,,-1.1344924,52.6329868,,-1.134428,52.6329347,,-1.1345031,52.6329022,,-1.134664,52.6330845,,",,yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1039526166, 1039526171, 1474519242, 4602153613, 4602153603, 1039526186, 1284297771, 1039526191, 1039526196, 1039526200, 1039526204, 1039526207, 1039526211, 1039526166]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,way/89705434,89705434,way,"-1.1342563,52.632824,,-1.1341598,52.6327459,,-1.1342563,52.6327068,,-1.1343529,52.6327915,,-1.1342563,52.632824,,",,yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1039526633, 1039526646, 1039526651, 1039526656, 1039526633]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,way/89705706,89705706,way,"-1.1336951,52.6304072,,-1.1337306,52.6304993,,-1.1347284,52.6303821,,-1.1344709,52.6299133,,-1.1342885,52.6299653,,-1.1343743,52.630343,,-1.1342885,52.6303496,,-1.1342671,52.6302584,,-1.1340847,52.6302584,,-1.1341168,52.6303756,,-1.1336951,52.6304072,,",,yes,0,,,,,,,,,,,,,,,os_opendata_streetview,,,,,,,,,,,,,,,,,,,,,,"[3142724283, 1039530931, 1039530934, 1039530937, 1039530940, 1039530950, 1039530951, 1039530952, 1039530953, 1039530954, 3142724283]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,way/89705716,89705716,way,"-1.1341383,52.6301998,,-1.1340632,52.6299393,,-1.1338594,52.6299523,,-1.1338164,52.6298091,,-1.1341812,52.6297765,,-1.134192,52.6298156,,-1.1343851,52.6298025,,-1.1341383,52.6294835,,-1.134031,52.6294965,,-1.1340847,52.6296463,,-1.1338057,52.6296788,,-1.1337521,52.6295486,,-1.1334624,52.6295616,,-1.133677,52.6302258,,-1.1341383,52.6301998,,",,yes,0,,,,,,,,,,,,,,,os_opendata_streetview,,,,,,,,,,,,,,,,,,,,,,"[1039531338, 1039531339, 1039531341, 1039531343, 1039531345, 1039531347, 1039531355, 1039531357, 1039531359, 1039531361, 1039531362, 1039531363, 1039531364, 1039531366, 1039531338]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,way/89705768,89705768,way,"-1.1353721,52.6299198,,-1.135297,52.6298351,,-1.1351146,52.6299002,,-1.1351897,52.6299849,,-1.1353721,52.6299198,,",,yes,0,,,,,,,,,,,,,,,os_opendata_streetview,,,,,,,,,,,,,,,,,,,,,,"[1039533588, 1039533590, 1039533592, 1039533596, 1039533588]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,way/89705773,89705773,way,"-1.1354901,52.6298742,,-1.135415,52.629796,,-1.1355438,52.6297505,,-1.1356189,52.6298156,,-1.1354901,52.6298742,,",,yes,0,,,,,,,,,,,,,,,os_opendata_streetview,,,,,,,,,,,,,,,,,,,,,,"[1039534833, 1039534836, 1039534837, 1039534839, 1039534833]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,way/89705776,89705776,way,"-1.1356338,52.6299076,,-1.135296,52.6300395,,-1.1354017,52.6301392,,-1.1357395,52.6300072,,-1.1356338,52.6299076,,",,yes,0,,,,,,,,,,,,,,,os_opendata_streetview,,,,,,,,,,,,,,,,,,,,,,"[1039535322, 1039535325, 1039535328, 1039535331, 1039535322]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,way/89705790,89705790,way,"-1.1327327,52.6318506,,-1.1327971,52.6318311,,-1.132722,52.6317009,,-1.1327971,52.6316943,,-1.132561,52.6315576,,-1.1327327,52.6318506,,",,yes,0,,,,,,,,,,,,,,,os_opendata_streetview,,,,,,,,,,,,,,,,,,,,,,"[1039536338, 1039536342, 1039536344, 1039536347, 1039536348, 1039536338]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,way/89705808,89705808,way,"-1.1278802,52.6303158,,-1.127925,52.6302719,,-1.1279615,52.6302857,,-1.1280012,52.6302468,,-1.1279614,52.6302318,,-1.128119,52.6300775,,-1.127738,52.6299341,,-1.1277569,52.6299159,,-1.1276567,52.6298777,,-1.127638,52.6298957,,-1.127598,52.6298806,,-1.127662,52.6298181,,-1.1272479,52.6296618,,-1.1271109,52.6297955,,-1.1269298,52.6297272,,-1.1266113,52.6300381,,-1.1267512,52.6300909,,-1.126773,52.6300696,,-1.1268502,52.6300986,,-1.1268269,52.6301215,,-1.1272089,52.630265,,-1.1273782,52.6300989,,-1.1274158,52.6301131,,-1.1273942,52.630134,,-1.1274877,52.6301696,,-1.1275103,52.6301479,,-1.1277009,52.6302194,,-1.1276794,52.6302404,,-1.1278802,52.6303158,,",courthouse,yes,Leicester Crown Court,,,,,,90,LE1 6HG,Wellington Street,,,Leicester,,,,os_opendata_streetview,,,,,,,,,,,,,,,,,,,,,,"[1039537024, 4594240554, 4594240556, 4594240557, 4594240555, 1039537025, 4594240558, 4594240562, 4594240561, 4594240560, 4594240559, 4594240571, 1039537027, 1039537034, 1039537036, 1039537038, 4594240568, 4594240569, 4594240570, 4594240567, 1039537039, 1039537040, 4594240564, 4594240566, 4594240565, 4594240563, 4594240552, 4594240553, 1039537024]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,way/89705810,89705810,way,"-1.1268087,52.6305029,,-1.1269571,52.6303567,,-1.1267192,52.6302677,,-1.1267394,52.6302478,,-1.1266706,52.630222,,-1.1266452,52.6302471,,-1.1265278,52.6302031,,-1.1264955,52.6302349,,-1.1264379,52.6302133,,-1.1263579,52.6302921,,-1.1264188,52.6303148,,-1.1263909,52.6303422,,-1.1264593,52.6303678,,-1.1264301,52.6303965,,-1.1265341,52.6304354,,-1.12656,52.6304099,,-1.1268087,52.6305029,,",,church,0,,,,addr:flats highest value inferred from Companies House data,,2,LE1 6JJ,Ashwell Street,,,,St John Chambers,,,survey,,,,,,,,,,,,,,,,,,,,,,"[1039537241, 1039537242, 6172922982, 6172922983, 6172922984, 6172925685, 1039537243, 6172925686, 6172925687, 6172925688, 1039537246, 6172925689, 6172925693, 6172925692, 6172925691, 6172925690, 1039537241]",,,,,,,,,St John the Divine,,,,,,Companies House Open Data,,,,,,,,,,,,,,,,,,,,,os_opendata_streetview;Bing,,,,,,,Jan-20,all,residential,Grade II,place_of_worship,anglican,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,way/89705814,89705814,way,"-1.1222078,52.6307207,,-1.120459,52.6316389,,-1.1206092,52.6317235,,-1.1223621,52.6308379,,-1.1222078,52.6307207,,",,yes,0,,,,,,,,,,,,,,,os_opendata_streetview,,,,,,,,,,,,,,,,,,,,,,"[1039537934, 1039537937, 1039537940, 1039537943, 1039537934]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,way/89705823,89705823,way,"-1.1213603,52.6315998,,-1.1214568,52.6316715,,-1.1210062,52.6318603,,-1.1209204,52.6317952,,-1.1213603,52.6315998,,",,yes,0,,,,,,,,,,,,,,,os_opendata_streetview,,,,,,,,,,,,,,,,,,,,,,"[1039538232, 1039538233, 1039538236, 1039538238, 1039538232]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,way/89705827,89705827,way,"-1.1206951,52.6318473,,-1.1208238,52.6317952,,-1.1207594,52.6317496,,-1.1206522,52.6317887,,-1.1206951,52.6318473,,",,yes,0,,,,,,,,,,,,,,,os_opendata_streetview,,,,,,,,,,,,,,,,,,,,,,"[1039538379, 1039538381, 1039538383, 1039538385, 1039538379]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,way/89705836,89705836,way,"-1.1227765,52.6309421,,-1.1230554,52.6308314,,-1.1229052,52.6307272,,-1.1227657,52.6307793,,-1.1226692,52.6307077,,-1.1225619,52.6307533,,-1.1227765,52.6309421,,",,yes,0,,,,,,,,,,,,,,,os_opendata_streetview,,,,,,,,,,,,,,,,,,,,,,"[1039538608, 1039538609, 1039538610, 1039538611, 1039538612, 1039538615, 1039538608]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,way/89705846,89705846,way,"-1.1224374,52.6307517,,-1.1226123,52.6306745,,-1.1224608,52.6305482,,-1.122286,52.6306254,,-1.1224374,52.6307517,,",,yes,0,,,,,,,,,,,,,,,os_opendata_streetview,,,,,,,,,,,,,,,,,,,,,,"[1039539033, 1039539035, 1039539036, 1039539038, 1039539033]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,way/89706012,89706012,way,"-1.1237268,52.6291803,,-1.1236109,52.6291253,,-1.1236655,52.6290649,,-1.123706,52.6290201,,-1.1237476,52.6289741,,-1.1237904,52.6289269,,-1.1238296,52.6288835,,-1.12387,52.6288388,,-1.1239105,52.628794,,-1.1239411,52.6287602,,-1.1240758,52.6288042,,-1.124044,52.6288385,,-1.124001,52.6288848,,-1.1239649,52.6289237,,-1.123922,52.6289699,,-1.1238794,52.6290158,,-1.1238371,52.6290614,,-1.1237893,52.629113,,-1.1237268,52.6291803,,",,yes,0,,,,,,,,,,,,,,,os_opendata_streetview,,,,,,,,,,,,,,,,,,,,,,"[1039543252, 1039543254, 5566765261, 5566765271, 5566765279, 5566765272, 5566765266, 5566765277, 5566765260, 1039543255, 1039543257, 5566765278, 5566765269, 5566765270, 5566765280, 5566765262, 5566765264, 5566765265, 1039543252]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,way/89849685,89849685,way,"-1.1397066,52.6272493,,-1.1398783,52.6271516,,-1.141037,52.6282457,,-1.1408654,52.6283173,,-1.1397066,52.6272493,,",,yes,0,,,,,,,,,,,,,,,os_opendata_streetview,,,,,,,,,,,,,,,,,,,,,,"[1041524814, 1041524815, 1041524816, 1041524817, 1041524814]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,way/89850087,89850087,way,"-1.139535,52.6267934,,-1.1391702,52.6269562,,-1.1392775,52.6270604,,-1.1396637,52.6268781,,-1.139535,52.6267934,,",,yes,0,,,,,,,,,,,,,,,os_opendata_streetview,,,,,,,,,,,,,,,,,,,,,,"[1041525909, 1041525912, 1041525915, 1041525918, 1041525909]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,way/89850157,89850157,way,"-1.1416915,52.6248592,,-1.1413696,52.624768,,-1.1411336,52.6251197,,-1.1414876,52.6251978,,-1.1416915,52.6248592,,",,yes,0,,,,,,,,,,,,,,,os_opendata_streetview,,,,,,,,,,,,,,,,,,,,,,"[1041526064, 1041526067, 1041526068, 1041526069, 1041526064]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,way/89850246,89850246,way,"-1.1414948,52.625355,,-1.141552,52.6253932,,-1.1397174,52.6262073,,-1.1396101,52.6261291,,-1.1414005,52.6253411,,-1.1414948,52.625355,,",,yes,0,,,,,,,,,,,,,,,os_opendata_streetview,,,,,,,,,,,,,,,,,,,,,,"[1074587760, 1041526190, 1041526192, 1041526193, 1074587996, 1074587760]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,way/89850351,89850351,way,"-1.1369493,52.6240711,,-1.1370137,52.6239669,,-1.1349967,52.6237781,,-1.1349752,52.6238823,,-1.1369493,52.6240711,,",,yes,0,,,,,,,,,,,,,,,os_opendata_streetview,,,,,,,,,,,,,,,,,,,,,,"[1041526204, 1041526205, 1041526206, 1041526207, 1041526204]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,way/89851385,89851385,way,"-1.1366537,52.6262948,,-1.1364681,52.626283,,-1.1363903,52.626661,,-1.1364475,52.6267045,,-1.1365673,52.6267124,,-1.1367777,52.6266827,,-1.1367884,52.6266371,,-1.1369386,52.6266436,,-1.1369922,52.6265915,,-1.1371385,52.6265982,,-1.137158,52.6264613,,-1.1370268,52.6264539,,-1.137032,52.6264129,,-1.1366406,52.6263889,,-1.1366537,52.6262948,,",,yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1041527979, 1041527980, 1041527981, 1041527982, 5002055859, 1041527983, 1041527984, 1041527985, 1041527986, 1041527987, 1041527988, 5002055860, 5002055861, 1041527989, 1041527979]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,way/89851593,89851593,way,"-1.134125,52.6266371,,-1.1337538,52.626732,,-1.1335242,52.6264612,,-1.1335885,52.6264352,,-1.1334598,52.6262789,,-1.1338246,52.6262854,,-1.134125,52.6266371,,",,yes,Knighton Street Outpatients,,,,,,,,,,,,,,,os_opendata_streetview,,,,,,,,,,,,,,,,,,,,,,"[1041528193, 1041528195, 1041528197, 1041528198, 1041528199, 1041528201, 1041528193]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,way/89851849,89851849,way,"-1.1381295,52.6269888,,-1.1386874,52.6267999,,-1.1384406,52.6265525,,-1.1378827,52.6267478,,-1.1381295,52.6269888,,",,yes,0,,,,,,,,,,,,,,,os_opendata_streetview,,,,,,,,,,,,,,,,,,,,,,"[1041528993, 1041528998, 1041528999, 1041529000, 1041528993]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,way/89852069,89852069,way,"-1.1366382,52.6231398,,-1.1360896,52.6230952,,-1.1360545,52.623254,,-1.1366031,52.6232986,,-1.1366382,52.6231398,,",,school,0,,,,,,,,,,,,,,,os_opendata_streetview,,,,,,,,,,,,,,,,,,,,,,"[1041529064, 1041529067, 1041529070, 1041529072, 1041529064]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,way/89852361,89852361,way,"-1.138902,52.6257775,,-1.1386981,52.625797,,-1.1390093,52.6264613,,-1.1393848,52.6267999,,-1.1395028,52.6267543,,-1.1391702,52.6264417,,-1.138902,52.6257775,,",,yes,0,,,,,,,,,,,,,,,os_opendata_streetview,,,,,,,,,,,,,,,,,,,,,,"[1041529830, 1041529832, 1041529835, 1041529837, 1041529839, 1041529840, 1041529830]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,way/89852372,89852372,way,"-1.1387518,52.6261291,,-1.1384084,52.6262659,,-1.1391273,52.6269302,,-1.1392775,52.6268651,,-1.1387303,52.6263375,,-1.1388269,52.6262985,,-1.1387518,52.6261291,,",,yes,0,,,,,,,,,,,,,,,os_opendata_streetview,,,,,,,,,,,,,,,,,,,,,,"[1041530239, 1041530243, 1041530247, 1041530250, 1041530252, 1041530255, 1041530239]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,way/89852386,89852386,way,"-1.1391809,52.6237455,,-1.1389985,52.6237325,,-1.1390307,52.6235371,,-1.138989,52.6235336,,-1.1375236,52.623409,,-1.137636,52.6232375,,-1.1392238,52.6233873,,-1.1391809,52.6237455,,",,yes,0,,,,,,,,,,,,,,,os_opendata_streetview,,,,,,,,,,,,,,,,,,,,,,"[1041530672, 1041530676, 1041530678, 5197050352, 1784076721, 1041530681, 1041530684, 1041530672]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,way/89852445,89852445,way,"-1.1392668,52.6232114,,-1.1377003,52.6230681,,-1.1378935,52.622749,,-1.1392882,52.6228597,,-1.1392668,52.6232114,,",,yes,0,,,,,,,,,,,,,,,os_opendata_streetview,,,,,,,,,,,,,,,,,,,,,,"[1041530997, 1041530998, 1041531002, 1041531005, 1041530997]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,way/89852578,89852578,way,"-1.139747,52.6214839,,-1.1401254,52.6215719,,-1.1399465,52.622818,,-1.1395425,52.6227864,,-1.139747,52.6214839,,",,yes,0,,,,,,,,,,,,,,,os_opendata_streetview,,,,,,,,,,,,,,,,,,,,,,"[1041531763, 1041531766, 1041531770, 1041531774, 1041531763]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,way/89852651,89852651,way,"-1.1393536,52.6225707,,-1.1393218,52.6226963,,-1.1386917,52.6226375,,-1.1387236,52.6225119,,-1.1393536,52.6225707,,",,yes,0,,,,,,,,,,,,,,,os_opendata_streetview,,,,,,,,,,,,,,,,,,,,,,"[1041532193, 1041532196, 1041532197, 1041532205, 1041532193]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,way/89852743,89852743,way,"-1.137787,52.6224167,,-1.1377512,52.6225612,,-1.1360311,52.6224039,,-1.136067,52.6222594,,-1.137787,52.6224167,,",,yes,0,,,,,,,,,,,,,,,os_opendata_streetview,,,,,,,,,,,,,,,,,,,,,,"[1041532470, 1041532471, 1041532472, 1041532473, 1041532470]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,way/89852804,89852804,way,"-1.1359945,52.6222084,,-1.135973,52.6223973,,-1.1354366,52.6223452,,-1.1355546,52.6221563,,-1.1359945,52.6222084,,",,yes,Sturgess Motor Group,,,,,,,,,,,,,,,os_opendata_streetview,,,,,,,,,,,,,,,,,,,,,,"[1041532697, 1041532699, 1041532701, 1041532704, 1041532697]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,way/89852858,89852858,way,"-1.1369982,52.6232087,,-1.1373396,52.6232694,,-1.1371938,52.6235719,,-1.1369798,52.6235339,,-1.1370864,52.6233126,,-1.1369591,52.6232899,,-1.1369982,52.6232087,,",,school,0,,,,,,,,,,,,,,,os_opendata_streetview,,,,,,,,,,,,,,,,,,,,,,"[1041533032, 1041533035, 1041533037, 1041533040, 4838485574, 4838485575, 1041533032]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,way/89852910,89852910,way,"-1.1389483,52.6224441,,-1.1390031,52.6221689,,-1.1393921,52.6221975,,-1.1393373,52.6224727,,-1.1389483,52.6224441,,",,yes,0,,,,,,,,,,,,,,,os_opendata_streetview,,,,,,,,,,,,,,,,,,,,,,"[1041533256, 1041533258, 1041533260, 1041533261, 1041533256]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
